Listing Office - Office Name,Address,City,Property Type,County,Bedrooms - Total,Baths - Total,SqFtTotFn,DOM,Price - Closed,Price - List, Price - Original , Tax - Gross Amount ,Lot - Acres,Year Built,Rooms - Total,Garage Capacity,Basement
"CG Shepherd Realty, LLC",21 Troon Drive-Eastman,Grantham,Single Family,NH-Sullivan,3,2,0,21, 229000, 228900,228900,5425,205,1972,7,2,Yes
"CG Shepherd Realty, LLC",20 Hummingbird Hill,Grantham,Single Family,NH-Sullivan,3,3,3932,226, 220000, 269900,340000,7160,055,1996,8,2,Yes
Coldwell Banker Redpath and Company,61 Troon Dr,Grantham,Single Family,NH-Sullivan,3,4,4082,509, 475000, 499000,575000,9500,055,2003,9,2,Yes
Coldwell Banker Redpath and Company,40 Troon Dr,Grantham,Single Family,NH-Sullivan,3,3,1588,171, 157000, 174999,199000,3872,058,1975,9,0,Yes
Coldwell Banker LIFESTYLES - Grantham,837 Cove Dr,Grantham,Condo,NH-Sullivan,4,4,2442,338, 176250, 195000,210000,6440,0,1987,9,0,Yes
Coldwell Banker LIFESTYLES - Grantham,652 Marten Road,Grantham,Condo,NH-Sullivan,2,3,1957,24, 140000, 145000,145000,4373,0,1986,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,14 Whip-Poor-Will,Grantham,Single Family,NH-Sullivan,3,2,1696,64, 222500, 249900,249900,4568,046,1991,6,0,Yes
Coldwell Banker LIFESTYLES - Grantham,14 Barn Owl Overlook,Grantham,Single Family,NH-Sullivan,3,3,2534,47, 345000, 364900,364900,7039,043,1993,10,2,Yes
"CG Shepherd Realty, LLC",27 Slalom Drive,Grantham,Single Family,NH-Sullivan,4,3,1996,230, 142000, 168999,179999,4496,051,1978,8,2,Yes
Century 21 Highview Realty,641 Marmot,Grantham,Condo,NH-Sullivan,3,2,2340,359, 100000, 104900,132600,5102,0,1983,6,0,Yes
"CG Shepherd Realty, LLC",58 PINTAIL KNOB,Grantham,Condo,NH-Sullivan,3,2,1314,1184, 95000, 119999,125000,2649,0,1979,6,0,No
Coldwell Banker LIFESTYLES - Grantham,8 AZURE BRAE,Grantham,Single Family,NH-Sullivan,3,2,1976,136, 300000, 335000,335000,6833,138,1978,8,1,Yes
Coldwell Banker LIFESTYLES - Grantham,2 Birdie Knob,Grantham,Single Family,NH-Sullivan,3,2,1348,81, 193000, 199900,199900,4390,14,1990,7,2,No
Coldwell Banker LIFESTYLES - Grantham,28 Anderson Pond Road,Grantham,Single Family,NH-Sullivan,2,2,1062,144, 110000, 120000,162500,3047,118,1979,5,0,Yes
LindeMac Real Estate,18 Allen's Drive,Grantham,Single Family,NH-Sullivan,3,2,1421,5, 192500, 199000,199000,4291,109,1984,7,2,Yes
Elm Grove Realty,50 Butternut,Grantham,Single Family,NH-Sullivan,3,3,2932,49, 244000, 249900,249900,6555,165,2001,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,380 Dunbar Hill,Grantham,Single Family,NH-Sullivan,3,4,2076,14, 287500, 295000,295000,5676,185,1982,7,2,Yes
Four Seasons Sotheby`s Int`l Realty/NL,215 Stocker Pond,Grantham,Single Family,NH-Sullivan,3,2,2188,29, 287500, 295000,295000,5020,178,1965,8,2,Yes
Coldwell Banker Redpath and Company,25 Wedgewood Dr,Grantham,Single Family,NH-Sullivan,3,3,2361,12, 319000, 325000,325000,6889,087,1996,10,2,Yes
Four Seasons Sotheby's Int'l Realty,985 Olde Farms Rd,Grantham,Single Family,NH-Sullivan,3,4,2725,1197, 397000, 414000,489000,9431,54,1999,7,2,Yes
RH Thackston & Company,7 Shore Road,Grantham,Single Family,NH-Sullivan,4,4,2401,255, 255000, 253900,299900,7545,163,2000,10,2,Yes
"CG Shepherd Realty, LLC",249 Stocker Pond Road,Grantham,Single Family,NH-Sullivan,2,1,672,209, 150000, 199000,220000,3919,058,1981,7,2,Yes
"CG Shepherd Realty, LLC",19 Fernwood Lane,Grantham,Single Family,NH-Sullivan,4,3,2458,87, 300000, 319000,319000,6580,153,1986,9,1,No
Coldwell Banker LIFESTYLES - Grantham,17 Forest Road,Grantham,Single Family,NH-Sullivan,3,3,2468,131, 299000, 299000,324900,7892,073,1979,10,2,Yes
Coldwell Banker Redpath and Company,13 Mill Pond Lane,Grantham,Single Family,NH-Sullivan,3,2,1630,6, 220000, 221000,221000,5142,073,1996,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,58 Whitetail Ridge,Grantham,Single Family,NH-Sullivan,2,2,1656,56, 168000, 169900,169900,3750,121,1980,6,0,Yes
Coldwell Banker LIFESTYLES - Sunapee,331 Walker Road,Grantham,Single Family,NH-Sullivan,3,4,4074,37, 445000, 449000,449000,10591,811,1988,11,2,Yes
"CG Shepherd Realty, LLC",31 Granite Way,Grantham,Single Family,NH-Sullivan,2,3,2010,651, 269000, 275031,298031,8138,123,1985,10,0,Yes
Coldwell Banker Redpath and Company,37 Haystack Rd,Grantham,Single Family,NH-Sullivan,3,4,3012,16, 335000, 339900,339900,7844,613,1989,7,2,Yes
Coldwell Banker LIFESTYLES - Grantham,842 Cove Drive,Grantham,Condo,NH-Sullivan,2,3,1958,635, 121000, 129900,159900,4981,0,1987,7,0,Yes
"CG Shepherd Realty, LLC",129 New Aldrich Road,Grantham,Single Family,NH-Sullivan,3,2,1624,13, 245000, 245000,245000,5208,511,2009,6,0,Yes
Coldwell Banker LIFESTYLES - Grantham,27 ALLENS DRIVE,Grantham,Single Family,NH-Sullivan,3,2,2191,135, 275000, 319000,334900,6833,097,2003,6,2,Yes
Four Seasons Sotheby's Int'l Realty,18 Niblick Lane,Grantham,Condo,NH-Sullivan,3,3,2489,66, 210000, 234900,244900,5757,0,1988,8,0,Yes
"CG Shepherd Realty, LLC",57 College Overlook,Grantham,Condo,NH-Sullivan,4,3,2074,232, 148000, 169000,169000,6159,0,1981,9,0,Yes
"CG Shepherd Realty, LLC",10 Mill Pond Lane,Grantham,Single Family,NH-Sullivan,3,3,2348,365, 235000, 249900,259999,5696,055,1989,10,2,Yes
"CG Shepherd Realty, LLC",11 Forest Road,Grantham,Single Family,NH-Sullivan,3,3,3288,17, 369000, 375000,375000,7211,069,1999,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,2 TURNER BRAE,Grantham,Single Family,NH-Sullivan,3,3,3400,41, 515000, 539900,539900,9409,096,1975,10,2,Yes
"CG Shepherd Realty, LLC",639 Marmot Lane,Grantham,Condo,NH-Sullivan,4,4,1923,159, 140000, 167500,193000,5260,0,1983,9,0,Yes
"CG Shepherd Realty, LLC",8 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,2,1594,482, 128000, 175000,199900,4976,187,1978,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,64 Draper Mill Road,Grantham,Single Family,NH-Sullivan,2,1,578,119, 123650, 139999,139999,3023,062,1991,5,2,No
Coldwell Banker LIFESTYLES - Grantham,37 Old Beach Circle,Grantham,Condo,NH-Sullivan,2,2,1100,32, 89900, 89900,89900,3177,0,1981,6,0,Yes
RE/MAX Upper Valley,47 Troon Drive,Grantham,Single Family,NH-Sullivan,3,3,1695,132, 190000, 199000,199000,5525,063,1978,10,2,Yes
"CG Shepherd Realty, LLC",831 Covered Bridge Lane,Grantham,Condo,NH-Sullivan,4,4,2494,153, 154000, 199999,199999,6450,0,1987,9,0,Yes
Four Seasons Sotheby`s Int`l Realty/NL,3 Pioneer Point,Grantham,Condo,NH-Sullivan,3,3,2010,6, 334500, 349000,349000,6358,0,1986,8,0,Yes
"CG Shepherd Realty, LLC",12 Robin Lane,Grantham,Single Family,NH-Sullivan,3,3,1822,14, 230000, 249000,249000,5002,059,1989,6,1,Yes
"CG Shepherd Realty, LLC",843 Cove Drive,Grantham,Condo,NH-Sullivan,3,3,1854,244, 135000, 149999,165000,4875,0,1987,9,0,Yes
Coldwell Banker Redpath and Company,230 Stocker Pond Rd,Grantham,Single Family,NH-Sullivan,3,3,2384,60, 275000, 284000,295000,5676,15,2002,10,2,Yes
"CG Shepherd Realty, LLC",52 Black Duck Spur,Grantham,Condo,NH-Sullivan,2,2,1100,289, 142000, 166500,179000,3844,0,1978,6,0,Yes
Coldwell Banker LIFESTYLES - Grantham,27 Fairway Drive,Grantham,Single Family,NH-Sullivan,3,2,2288,218, 305000, 323900,339900,6167,058,1980,7,2,Yes
Coldwell Banker LIFESTYLES - Grantham,88 Greensward Drive,Grantham,Single Family,NH-Sullivan,3,4,3247,201, 488000, 499980,524980,10312,184,1984,11,2,Yes
Century 21 Highview Realty,1 Fairway,Grantham,Single Family,NH-Sullivan,3,2,2370,75, 76000, 81900,104900,6332,07,1970,7,2,Yes
"CG Shepherd Realty, LLC",11 EAGLE DRIVE,Grantham,Single Family,NH-Sullivan,3,2,1229,104, 151000, 158500,158500,4591,047,1975,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,25 Troon,Grantham,Single Family,NH-Sullivan,3,2,1366,10, 120000, 129000,129000,4563,095,1977,7,0,No
Coldwell Banker Redpath and Company,164 Shedd Rd,Grantham,Single Family,NH-Sullivan,2,1,1040,146, 169000, 169000,169000,3075,161,1986,5,0,No
"CG Shepherd Realty, LLC",298 Stocker Pond Road,Grantham,Single Family,NH-Sullivan,3,3,1872,17, 260500, 264900,264900,4968,092,2008,7,2,Yes
Coldwell Banker Homes Unlimited,100 Greensward Drive,Grantham,Single Family,NH-Sullivan,3,3,1808,304, 121800, 110000,190000,6247,074,1976,8,2,Yes
Four Seasons Sotheby's Int'l Realty,16 Niblick Lane,Grantham,Condo,NH-Sullivan,2,2,1472,160, 155000, 165000,175000,4323,0,1986,6,0,Yes
Coldwell Banker Redpath and Company,21 Wintercroft Circle,Grantham,Condo,NH-Sullivan,3,3,2382,19, 202000, 235000,235000,3685,0,1989,9,1,Yes
"CG Shepherd Realty, LLC",640 Marmot Lane,Grantham,Condo,NH-Sullivan,2,2,1896,186, 95000, 103400,115000,4101,0,1984,7,0,Yes
Bean Group / Vermont,24 Wildwood,Grantham,Single Family,NH-Sullivan,3,3,2100,177, 297315, 219900,249900, -   ,115,2009,6,0,Yes
"CG Shepherd Realty, LLC",5 Wedgewood Dr,Grantham,Single Family,NH-Sullivan,3,4,3456,250, 217500, 295000,295000,9053,058,1984,10,2,No
"CG Shepherd Realty, LLC",2 Bunker Drive,Grantham,Single Family,NH-Sullivan,3,2,2079,264, 200000, 215000,254500,6106,069,1975,7,2,Yes
"CG Shepherd Realty, LLC",57 PINTAIL KNOB,Grantham,Condo,NH-Sullivan,3,2,1314,421, 85500, 90000,124000,4524,0,1979,6,0,No
"CG Shepherd Realty, LLC",188 Stocker Pond Road,Grantham,Single Family,NH-Sullivan,2,1,1460,275, 203000, 214900,239000,4614,15,1978,6,2,Yes
"CG Shepherd Realty, LLC",6 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,3,1608,108, 220000, 229999,229999,5900,154,1989,6,2,Yes
Century 21 Highview Realty,31 Clearwater Drive,Grantham,Single Family,NH-Sullivan,3,3,2874,7, 255000, 264900,264900,6345,187,2004,7,2,No
"CG Shepherd Realty, LLC",7 Granite Way,Grantham,Single Family,NH-Sullivan,3,2,2373,125, 390000, 415000,415000,2491,069,1999,7,2,Yes
"CG Shepherd Realty, LLC",832 Covered Bridge Lane,Grantham,Condo,NH-Sullivan,3,3,1957,363, 85000, 109900,138900,4906,0,1987,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,67 Greensward Dr,Grantham,Single Family,NH-Sullivan,4,3,2857,387, 210000, 229999,175000,9053,061,1981,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,259 Stocker Pond Road,Grantham,Single Family,NH-Sullivan,3,2,2528,0, 395000, 395000,395000,7816,061,1970,9,2,
Direct Real Estate of MA,57 Walker Road,Grantham,Single Family,NH-Sullivan,3,3,2433,22, 330000, 349900,,7832,51,1984,13,2,Yes
Bean Group / Vermont,155 Tall Timber Drive,Grantham,Single Family,NH-Sullivan,2,1,1029,83, 157000, 164900,164900,2937,11,2006,0,0,Yes
Coldwell Banker LIFESTYLES,403 Walker Road,Grantham,Single Family,NH-Sullivan,3,3,3864,184, 350000, 359900,399000,8495,844,2003,10,2,Yes
"CG Shepherd Realty, LLC",20 KINGDOM WAY,Grantham,Single Family,NH-Sullivan,3,2,1643,412, 253000, 265999,269999,5810,1,1988,7,2,Yes
Coldwell Banker LIFESTYLES - Grantham,43 Butternut Road,Grantham,Single Family,NH-Sullivan,4,2,1604,21, 175000, 179000,179000,4424,095,1985,6,0,No
"CG Shepherd Realty, LLC",6 Dartmouth Place,Grantham,Single Family,NH-Sullivan,3,2,1622,49, 205750, 224900,224900,4669,143,1975,7,0,Yes
"CG Shepherd Realty, LLC",9 Slalom Drive,Grantham,Single Family,NH-Sullivan,3,2,1642,170, 147500, 145900,174999,4318,039,1986,8,0,Yes
Coldwell Banker Redpath and Company,3 Pleasant Dr,Grantham,Condo,NH-Sullivan,3,2,1238,113, 143000, 164500,164500,3836,0,1979,6,0,No
Central Gold Key Realty,88 Stocker Pond Road,Grantham,Single Family,NH-Sullivan,3,2,2112,99, 191000, 199900,239000,4982,216,1980,6,2,Yes
Coldwell Banker Redpath and Company,69 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,2,2052,45, 279000, 289000,289000,5634,057,1975,8,1,No
Coldwell Banker LIFESTYLES - Grantham,22 Moose Run,Grantham,Single Family,NH-Sullivan,3,3,2234,976, 285000, 299000,324950,7969,197,1979,9,2,Yes
"CG Shepherd Realty, LLC",4 Finch Place,Grantham,Single Family,NH-Sullivan,3,2,2302,567, 155000, 165000,199900,5164,069,1976,10,2,No
Four Seasons Sotheby`s Int`l Realty/NL,25 Forest Road,Grantham,Single Family,NH-Sullivan,3,3,2231,76, 258100, 299900,325000,6922,177,1977,9,2,Yes
Four Seasons Sotheby's Int'l Realty,634 Dunbar Hill Road,Grantham,Single Family,NH-Sullivan,3,4,4220,455, 430000, 479000,547000,11932,11,1988,11,2,Yes
"CG Shepherd Realty, LLC",32 Old Spring Drive,Grantham,Single Family,NH-Sullivan,3,3,2016,23, 232999, 227999,227999,5086,059,2006,7,0,Yes
"CG Shepherd Realty, LLC",7 Slalom Drive,Grantham,Single Family,NH-Sullivan,3,2,1644,133, 154410, 168700,168700,4293,046,1985,7,0,Yes
"CG Shepherd Realty, LLC",23 WOODLAND HEIGHTS,Grantham,Single Family,NH-Sullivan,3,2,1930,341, 247000, 259000,270000,5888,131,2002,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,15 Allens Dr,Grantham,Single Family,NH-Sullivan,3,3,1932,20, 233000, 238500,238500,5723,111,1991,7,2,Yes
"CG Shepherd Realty, LLC",47 Brookridge Dr,Grantham,Single Family,NH-Sullivan,2,3,2817,352, 250000, 263000,276000,6002,154,1993,7,1,Yes
Four Seasons Sotheby's Int'l Realty,4 Azure Brae,Grantham,Single Family,NH-Sullivan,3,4,4120,447, 510000, 519000,539000,11045,138,1998,12,2,Yes
"CG Shepherd Realty, LLC",61 LONGWOOD DRIVE,Grantham,Single Family,NH-Sullivan,4,3,2576,56, 325000, 365000,365000,5808,052,1977,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,59 Fairway Dr,Grantham,Single Family,NH-Sullivan,3,3,2386,118, 328000, 349900,349900,7981,059,1986,10,1,Yes
Four Seasons Sotheby's Int'l Realty,14 Sugar Hill Rd,Grantham,Single Family,NH-Sullivan,3,3,3304,292, 435000, 449000,449000,8552,324,1983,9,2,Yes
LindeMac Real Estate,198 New Aldrich Road,Grantham,Single Family,NH-Sullivan,3,3,2576,305, 372900, 379000,449000,7024,508,2008,10,2,Yes
Coldwell Banker Redpath and Company,51 Road Round Lake,Grantham,Single Family,NH-Sullivan,4,3,1766,50, 200000, 210000,232000,5253,048,1982,8,2,No
"CG Shepherd Realty, LLC",35 Deer Run,Grantham,Single Family,NH-Sullivan,3,3,2218,41, 312000, 340000,340000,7133,08,2002,7,2,Yes
RE/MAX Upper Valley,1 Fairway Drive,Grantham,Single Family,NH-Sullivan,3,2,1417,662, 224000, 229900,299000, -   ,07,1970,7,2,Yes
Coldwell Banker LIFESTYLES - Grantham,17 Walton Heath Drive,Grantham,Single Family,NH-Sullivan,2,4,2563,170, 310000, 329000,359000,7080,066,1992,8,1,Yes
"CG Shepherd Realty, LLC",48 Fairway Dr,Grantham,Single Family,NH-Sullivan,3,2,2212,222, 124500, 125000,225000,6780,077,1976,7,2,No
Vanessa Stone Real Estate,40 Pillsbury Road,Grantham,Single Family,NH-Sullivan,3,1,976,430, 172000, 185000,195000,3735,4,1985,6,2,No
"CG Shepherd Realty, LLC",7 Fairway Drive,Grantham,Single Family,NH-Sullivan,3,3,3330,818, 446000, 499907,499907,11151,059,2002,10,3,Yes
Coldwell Banker LIFESTYLES - Grantham,52 Fairway Dr,Grantham,Single Family,NH-Sullivan,3,4,2632,105, 350000, 375000,397500,4641,066,1977,8,1,No
Coldwell Banker LIFESTYLES - Grantham,35 Old Beach Circle,Grantham,Condo,NH-Sullivan,3,2,1469,105, 164999, 169900,169900,4712,0,1981,7,0,No
"CG Shepherd Realty, LLC",37 FAIRWAY DRIVE,Grantham,Single Family,NH-Sullivan,3,3,2290,689, 265000, 289000,309000,6466,052,1975,8,2,Yes
"CG Shepherd Realty, LLC",114 GREENSWARD DRIVE,Grantham,Single Family,NH-Sullivan,3,3,3360,302, 415000, 449000,474114,9267,064,1995,12,2,Yes
"CG Shepherd Realty, LLC",9 Turnbuckle,Grantham,Single Family,NH-Sullivan,3,3,2202,572, 285000, 309000,399000,9479,184,1979,7,2,Yes
"CG Shepherd Realty, LLC",2 Shore Road,Grantham,Single Family,NH-Sullivan,3,2,1920,106, 113800, 139002,187002,5269,07,1976,7,1,Yes
Four Seasons Sotheby's Int'l Realty,45 Bright Slope Way,Grantham,Single Family,NH-Sullivan,4,5,3400,353, 506500, 525000,575000,13670,21,1984,12,2,No
RE/MAX Upper Valley/Hanover,82 Sanborn Hill Rd Extension,Grantham,Single Family,NH-Sullivan,3,3,2682,6, 373800, 373800,373800, -   ,37,2014,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,9 Summit Drive,Grantham,Single Family,NH-Sullivan,3,2,1472,15, 120000, 125000,125000,3669,078,1975,5,0,Yes
Coldwell Banker LIFESTYLES - Grantham,815 Covered Bridge Lane,Grantham,Condo,NH-Sullivan,3,2,1566,94, 167000, 199900,209500,4871,0,1986,7,0,Yes
Coldwell Banker LIFESTYLES - Grantham,1 Morning Hollow Lane,Grantham,Single Family,NH-Sullivan,3,2,1798,29, 196000, 199900,199900,5340,094,1974,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,56 College Overlook,Grantham,Condo,NH-Sullivan,3,3,1432,28, 135000, 152000,152000,4449,0,1981,6,0,Yes
RE/MAX Upper Valley,668 Olde Farms Road,Grantham,Single Family,NH-Sullivan,3,4,3002,269, 319480, 324900,349000,7172,635,1996,7,2,Yes
"CG Shepherd Realty, LLC",44 Troon Drive,Grantham,Single Family,NH-Sullivan,2,2,1296,103, 98200, 114000,114000,2913,133,1971,5,0,Yes
Coldwell Banker LIFESTYLES - Grantham,18 Hummingbird Hill,Grantham,Single Family,NH-Sullivan,2,2,1735,65, 160000, 189000,205000,4490,047,1989,7,2,Yes
"CG Shepherd Realty, LLC",2 Greensward Drive,Grantham,Single Family,NH-Sullivan,4,2,2108,179, 229500, 269000,269000,6500,05,1974,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,440 ROAD ROUND THE LAKE,Grantham,Single Family,NH-Sullivan,3,4,4298,154, 535000, 550000,599000,15615,117,1989,10,2,Yes
"CG Shepherd Realty, LLC",26 ALLEN'S DRIVE,Grantham,Single Family,NH-Sullivan,3,2,2928,274, 274500, 279026,324900,6209,125,1972,9,2,Yes
LindeMac Real Estate,8 Wedgewood Drive,Grantham,Single Family,NH-Sullivan,3,4,2314,66, 204000, 209000,209000,7447,06,1972,9,1,Yes
Coldwell Banker Redpath and Co/Quechee,5 Summit Drive,Grantham,Single Family,NH-Sullivan,3,2,1592,112, 150000, 158500,168600,4204,044,1989,7,0,No
LindeMac Real Estate,41 Splitrock Road,Grantham,Single Family,NH-Sullivan,3,2,1566,8, 274250, 279000,279000,6668,289,1987,8,2,Yes
"CG Shepherd Realty, LLC",33 Spring Valley Drive,Grantham,Single Family,NH-Sullivan,3,2,1698,307, 210000, 219033,237900,6141,113,1980,7,2,No
RE/MAX Upper Valley,15 Mill Pond Lane,Grantham,Single Family,NH-Sullivan,4,3,4080,131, 387000, 399000,439000,8336,145,2005,12,2,Yes
"CG Shepherd Realty, LLC",40 Barn Owl Overlook,Grantham,Condo,NH-Sullivan,3,3,2321,416, 206000, 219900,249000,6819,0,1988,8,0,Yes
Derek Greene,7 Turnbuckle Road,Grantham,Single Family,NH-Sullivan,4,3,2345,53, 339550, 345000,364000,7769,16,1980,7,2,Yes
LindeMac Real Estate,584 New Aldrich Road,Grantham,Single Family,NH-Sullivan,3,2,1488,7, 219900, 219900,219900,4035,522,1994,7,2,Yes
"CG Shepherd Realty, LLC",10 Highwood Way,Grantham,Single Family,NH-Sullivan,3,3,3077,302, 275000, 294000,294000,5503,153,1977,10,0,Yes
Century 21 Highview Realty,13 Forest Road,Grantham,Single Family,NH-Sullivan,3,3,2456,165, 182000, 189900,279900,6732,1,1990,8,2,Yes
Coldwell Banker Homes Unlimited,29 Cote Road,Grantham,Single Family,NH-Sullivan,0,1,3600,77, 85000, 125000,135000,3080,6,1980,5,0,No
Coldwell Banker LIFESTYLES - Grantham,12 Fairway Drive,Grantham,Single Family,NH-Sullivan,3,2,2252,297, 285000, 289900,309500,6911,105,1985,10,2,Yes
Harbor Light Realty,53 College Overlook,Grantham,Condo,NH-Sullivan,3,2,1238,279, 115000, 127900,147500,4306,0,1981,5,0,Yes
"CG Shepherd Realty, LLC",27 Highwood Way,Grantham,Single Family,NH-Sullivan,4,3,3368,144, 297937, 295000,325000,7702,346,1982,13,2,Yes
"CG Shepherd Realty, LLC",430 Road Round The Lake,Grantham,Single Family,NH-Sullivan,4,5,4091,78, 665000, 725000,725000,14251,125,1991,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,70 Troon Drive,Grantham,Single Family,NH-Sullivan,3,2,2276,114, 172500, 179000,189000,5536,063,1978,11,2,Yes
"CG Shepherd Realty, LLC",21 Anderson Pond Road,Grantham,Single Family,NH-Sullivan,3,3,2612,618, 249000, 239000,299000,7551,242,1990,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,41 Terrace,Grantham,Condo,NH-Sullivan,3,3,1432,251, 160000, 175000,199900,5060,0,1983,7,0,Yes
"CG Shepherd Realty, LLC",92 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,3,1724,582, 158000, 169000,189036,4382,048,1997,7,2,No
Coldwell Banker LIFESTYLES - Grantham,847 Cove Drive,Grantham,Condo,NH-Sullivan,4,4,2340,22, 170000, 179900,179900,6149,0,1986,9,0,Yes
Derek Greene,52 Anderson Pond Road,Grantham,Single Family,NH-Sullivan,3,2,1803,10, 236000, 244000,244000,4558,16,1978,7,2,No
"CG Shepherd Realty, LLC",76 LONGWOOD DRIVE,Grantham,Single Family,NH-Sullivan,2,1,961,424, 105000, 129000,149076,3523,043,1978,5,2,No
Coldwell Banker LIFESTYLES - Grantham,75 Pleasant Drive,Grantham,Condo,NH-Sullivan,2,2,1100,17, 134000, 139000,139000,4064,0,1979,6,0,Yes
"CG Shepherd Realty, LLC",100 Greensward Drive,Grantham,Single Family,NH-Sullivan,3,3,2160,141, 239900, 239900,249500,6797,074,1976,9,2,Yes
RE/MAX Upper Valley,524 Route 114,Grantham,Single Family,NH-Sullivan,2,1,784,113, 99000, 99000,99000,2332,26,2000,5,0,No
Coldwell Banker LIFESTYLES - Grantham,2 Warbler Way,Grantham,Single Family,NH-Sullivan,4,2,1680,120, 166000, 169000,169000,4316,041,1981,9,0,No
Century 21 Highview Realty,178 Meadow Brook Road,Grantham,Single Family,NH-Sullivan,4,3,3000,82, 236500, 229900,244000,6759,511,1999,8,0,Yes
Four Seasons Sotheby's Int'l Realty,5 Forest Road,Grantham,Single Family,NH-Sullivan,3,2,1685,227, 219000, 219000,245000,5313,076,1992,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,11 Allens Drive,Grantham,Single Family,NH-Sullivan,3,2,1493,104, 200705, 199500,219900,4694,24,1974,6,2,Yes
Coldwell Banker LIFESTYLES - Grantham,12 Sandy Brae,Grantham,Single Family,NH-Sullivan,3,4,4377,80, 597500, 629000,629000,12879,259,1995,10,2,Yes
Four Seasons Sotheby's Int'l Realty,24 Robin Lane,Grantham,Single Family,NH-Sullivan,3,2,1728,157, 192000, 199000,235900,5367,054,2003,6,2,Yes
"CG Shepherd Realty, LLC",10 Barn Owl Overlook,Grantham,Single Family,NH-Sullivan,4,3,2516,58, 310000, 325010,325010,5990,138,1999,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,19 Allens Drive,Grantham,Single Family,NH-Sullivan,3,3,2596,77, 311250, 349500,349500,6610,105,2001,10,2,Yes
RE/MAX Upper Valley,15 Forest,Grantham,Single Family,NH-Sullivan,3,2,1720,264, 172500, 189000,239000,6221,083,1984,5,1,Yes
Four Seasons Sotheby's Int'l Realty,49 Fairway Drive,Grantham,Single Family,NH-Sullivan,3,3,3338,111, 390000, 419000,419000,8531,045,2000,10,2,Yes
Coldwell Banker LIFESTYLES - Grantham,19 Loon Drive,Grantham,Single Family,NH-Sullivan,3,3,1888,177, 457500, 474859,474859,8074,094,1979,9,1,No
Century 21 Highview Realty,36 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,2,1425,168, 109900, 109900,142800,4818,063,1976,6,2,No
Coldwell Banker LIFESTYLES - Grantham,75 Longwood Drive,Grantham,Single Family,NH-Sullivan,3,3,2371,110, 332500, 349980,368900,8799,114,1979,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,15 Pleasant Drive,Grantham,Condo,NH-Sullivan,2,3,1238,7, 154000, 159900,159900,4779,0,1979,6,0,No
Four Seasons Sotheby's Int'l Realty,11 Cherry Lane,Grantham,Single Family,NH-Sullivan,3,3,1866,143, 345000, 399000,437500,7850,13,1982,7,2,No
Coldwell Banker LIFESTYLES - Grantham,77 Greensward Drive,Grantham,Single Family,NH-Sullivan,2,3,2134,39, 342500, 358900,358900,6469,056,1980,9,2,Yes
Coldwell Banker LIFESTYLES - Grantham,15 Bogie Place,Grantham,Single Family,NH-Sullivan,3,3,1532,402, 165000, 175000,210000,4320,085,1976,8,0,Yes
Coldwell Banker LIFESTYLES - Grantham,5 Ivy Circle,Grantham,Single Family,NH-Sullivan,3,3,3123,125, 289060, 299900,299900,8611,063,1978,9,2,Yes
Ideal Properties,908 Route 10 South,Grantham,Single Family,NH-Sullivan,2,3,1876,150, 190000, 199000,229000,4938,47,1965,5,5,Yes
"CG Shepherd Realty, LLC",28 Butternut Road,Grantham,Single Family,NH-Sullivan,4,4,3628,11, 350000, 374900,374900,8637,084,2005,0,2,Yes
"CG Shepherd Realty, LLC",48 Greensward Drive,Grantham,Single Family,NH-Sullivan,3,2,2044,87, 220000, 225000,225000,5286,061,1989,8,0,Yes
BHGRE The Milestone Team,170 Stocker Pond Road,Grantham,Single Family,NH-Sullivan,3,2,1672,7, 237500, 245000,245000,5454,15,2003,8,2,Yes
Ideal Properties,29 Granite Way,Grantham,Single Family,NH-Sullivan,3,3,2016,209, 270000, 289000,289000,9086,154,1979,7,0,Yes
"CG Shepherd Realty, LLC",624 Otter Road,Grantham,Condo,NH-Sullivan,4,4,2494,66, 205000, 239000,239000,6497,0,1983,9,0,Yes
