Listing Office - Office Name;Address;City;Property Type;PropDummy;County;Bedrooms - Total;Baths - Total;SqFtTotFn;DOM;Price - Closed;Price - List; Price - Original ; Tax - Gross Amount ;Lot - Acres;Year Built;Rooms - Total;Garage Capacity;Basement
Coldwell Banker LIFESTYLES - Grantham;5 Dartmouth Place;Grantham;Single Family;0;NH-Sullivan;3;3;2.792;281;$240.000;$249.000;265.000;6.864;2,35;1973;8;2;Yes
C.G. Shepherd Realty, LLC;30 Allens Drive;Grantham;Single Family;0;NH-Sullivan;3;2;1.331;470;$80.000;$101.900;116.900;4.317;1,05;1979;7;0;No
C.G. Shepherd Realty, LLC;16 Birch Brae;Grantham;Single Family;0;NH-Sullivan;3;3;2.587;234;$345.000;$365.000;455.000;8.979;1,26;2003;9;3;Yes
C.G. Shepherd Realty, LLC;6 Sugar Hill Road;Grantham;Single Family;0;NH-Sullivan;3;2;1.254;329;$166.500;$169.000;185.000;4.308;1,41;1981;6;2;No
Coldwell Banker LIFESTYLES - Hanover;10 Sandy Brae;Grantham;Single Family;0;NH-Sullivan;3;3;3.031;302;$435.000;$425.000;520.000;10.609;2,33;1994;10;2;Yes
Coldwell Banker LIFESTYLES - Grantham;61 Longwood Drive;Grantham;Single Family;0;NH-Sullivan;4;3;2.768;68;$348.000;$349.000;349.000;7.682;0,52;1978;10;2;Yes
RE/MAX Upper Valley;508 Olde Farms Road Road;Grantham;Single Family;0;NH-Sullivan;4;3;2.788;176;$347.000;$367.900;374.900;8.124;8,48;1991;10;4;Yes
Coldwell Banker LIFESTYLES - Grantham;57 Anderson Pond Road;Grantham;Single Family;0;NH-Sullivan;3;3;2.412;55;$375.000;$379.900;379.900;10.177;0,75;1994;10;2;Yes
Coldwell Banker LIFESTYLES - Grantham;12 Butternut Road;Grantham;Single Family;0;NH-Sullivan;4;4;2.909;20;$318.750;$329.900;329.900;8.600;0,84;2004;9;2;Yes
Coldwell Banker LIFESTYLES - Grantham;31 Allens Drive;Grantham;Single Family;0;NH-Sullivan;4;3;2.624;106;$220.000;$225.000;265.000;5.531;2,52;1974;10;2;Yes
C.G. Shepherd Realty, LLC;20 Allens Drive;Grantham;Single Family;0;NH-Sullivan;3;3;1.770;43;$214.900;$214.900;214.900;6.161;1,34;1975;9;2;No
C.G. Shepherd Realty, LLC;14 Fernwood Lane;Grantham;Single Family;0;NH-Sullivan;3;2;1.349;384;$132.500;$139.999;158.014;3.954;0,82;1974;6;0;No
Coldwell Banker LIFESTYLES - Grantham;45 Old Beach Circle;Grantham;Condo;1;NH-Sullivan;3;3;2.170;17;$250.000;$252.500;252.500;5.307;0;1981;8;0;Yes
Coldwell Banker LIFESTYLES - Grantham;52 Brookridge Drive;Grantham;Single Family;0;NH-Sullivan;3;2;1.680;216;$210.000;$220.000;228.500;4.800;1,35;1979;9;2;Yes
C.G. Shepherd Realty, LLC;26 Robin Lane;Grantham;Single Family;0;NH-Sullivan;3;2;1.521;14;$192.000;$195.026;195.026;4.548;0,55;1989;5;2;Yes
BHHS Verani Concord;38 Butternut Road;Grantham;Single Family;0;NH-Sullivan;3;3;2.348;83;$225.000;$245.000;250.000;5.183;0,52;1997;9;2;No
C.G. Shepherd Realty, LLC;35 Greensward Drive;Grantham;Single Family;0;NH-Sullivan;3;4;3.276;309;$420.000;$479.000;479.000;10.200;0,61;2000;12;2;Yes
Coldwell Banker LIFESTYLES - Grantham;21 Whip Poor Will;Grantham;Single Family;0;NH-Sullivan;4;2;1.971;6;$210.000;$225.000;225.000;4.984;0,49;1990;9;0;Yes
C.G. Shepherd Realty, LLC;16 Hummingbird;Grantham;Single Family;0;NH-Sullivan;4;2;1.464;8;$171.000;$175.016;175.016;3.923;0,5;1978;6;1;Yes
RE/MAX Upper Valley;667 Miller Pond Road;Grantham;Single Family;0;NH-Sullivan;3;2;1.814;50;$254.000;$259.000;259.000;4.776;5,1;1992;6;0;Yes
Coldwell Banker Redpath and Company;19 Robin Lane;Grantham;Single Family;0;NH-Sullivan;3;3;2.356;14;$290.000;$309.750;309.750;7.879;0,48;2003;9;2;Yes
C.G. Shepherd Realty, LLC;1 Warbler Way;Grantham;Single Family;0;NH-Sullivan;3;2;2.310;24;$185.000;$199.000;199.000;4.418;0,43;1985;8;0;Yes
C.G. Shepherd Realty, LLC;22 Robin Lane;Grantham;Single Family;0;NH-Sullivan;3;2;2.084;40;$222.500;$239.900;239.900;5.184;0,58;1987;6;2;Yes
Four Seasons Sotheby's Int'l Realty;28 Barn Owl Overlook;Grantham;Condo;1;NH-Sullivan;3;3;2.010;68;$242.000;$249.000;249.000;5.648;0;1989;8;0;Yes
Four Seasons Sotheby's Int'l Realty;44 Whitetail Ridge;Grantham;Single Family;0;NH-Sullivan;3;4;2.880;47;$322.000;$331.000;331.000;8.443;1,19;2000;10;2;Yes
BHHS Verani Concord;5 Par Brae;Grantham;Single Family;0;NH-Sullivan;4;4;3.530;206;$320.000;$320.000;360.000;10.446;0,61;1992;10;2;Yes
Four Seasons Sotheby's Int'l Realty;17 High Pond Rd;Grantham;Single Family;0;NH-Sullivan;3;2;2.032;33;$224.000;$219.000;219.000;5.407;0,74;1979;8;2;Yes
Coldwell Banker LIFESTYLES - Grantham;11 Bogie Place;Grantham;Single Family;0;NH-Sullivan;3;3;2.330;96;$235.000;$249.000;249.000;5.261;0,88;2004;6;3;Yes
Coldwell Banker LIFESTYLES - Grantham;29 Bay Tree Lane;Grantham;Condo;1;NH-Sullivan;2;2;1.143;67;$126.500;$139.000;139.000;3.695;0;1981;6;0;Yes
C.G. Shepherd Realty, LLC;19 Island View;Grantham;Condo;1;NH-Sullivan;3;3;1.625;51;$217.000;$229.900;229.900;5.941;0;1982;10;0;Yes
C.G. Shepherd Realty, LLC;4 Dartmouth Place;Grantham;Single Family;0;NH-Sullivan;3;2;1.256;36;$124.500;$139.000;139.000;3.921;1,01;1977;6;0;No
Coldwell Banker LIFESTYLES - Grantham;7 Longwood Drive;Grantham;Single Family;0;NH-Sullivan;3;3;2.984;211;$290.000;$299.900;359.000;8.043;0,61;1987;11;2;Yes
Coldwell Banker LIFESTYLES - Grantham;67 Greensward Drive;Grantham;Single Family;0;NH-Sullivan;4;3;2.857;75;$332.790;$349.000;359.000;6.100;0,61;1981;9;2;Yes
Coldwell Banker LIFESTYLES;22 Trillium Lane;Grantham;Single Family;0;NH-Sullivan;3;2;1.195;57;$162.500;$168.500;168.500;4.264;1,15;1975;7;1;No
C.G. Shepherd Realty, LLC;6 Summit Drive;Grantham;Single Family;0;NH-Sullivan;3;2;1.650;38;$195.000;$199.000;210.000;4.500;0,42;1977;6;2;No
Vanessa Stone Real Estate;631 Olde Farm Road Road;Grantham;Single Family;0;NH-Sullivan;4;4;4.194;42;$427.500;$450.000;450.000;8.121;5,48;2007;11;3;Yes
Coldwell Banker LIFESTYLES - Grantham;46 Deer Run;Grantham;Single Family;0;NH-Sullivan;2;2;1.344;3;$174.000;$169.000;169.000;4.357;6,02;1978;6;1;No
C.G. Shepherd Realty, LLC;10 Pleasant Drive;Grantham;Condo;1;NH-Sullivan;3;2;1.361;164;$126.800;$134.900;149.000;3.085;0;1979;6;0;No
Four Seasons Sotheby's Int'l Realty;51 High Pond Road;Grantham;Single Family;0;NH-Sullivan;3;2;1.274;305;$150.000;$159.900;174.900;4.160;3,95;1979;7;0;Yes
C.G. Shepherd Realty, LLC;9 Beaver Fells Glen;Grantham;Single Family;0;NH-Sullivan;3;2;2.002;59;$225.000;$235.000;235.000;6.210;1,96;2009;7;2;Yes
Four Seasons Sotheby's Int'l Realty;69 Greensward Drive;Grantham;Single Family;0;NH-Sullivan;3;4;3.581;94;$440.000;$499.000;499.000;11.643;1,19;1979;10;2;Yes
Coldwell Banker LIFESTYLES - Grantham;1 Old Spring Drive;Grantham;Single Family;0;NH-Sullivan;3;3;2.474;161;$219.500;$219.900;269.900;6.205;0,67;2000;7;2;Yes
Coldwell Banker LIFESTYLES - Grantham;26 Deer Run;Grantham;Single Family;0;NH-Sullivan;3;2;1.509;5;$161.000;$169.900;169.900;4.269;1,37;1979;7;0;No
Coldwell Banker LIFESTYLES - Grantham;4 Butternut Road;Grantham;Single Family;0;NH-Sullivan;4;3;1.928;12;$190.000;$197.900;197.900;4.923;0,62;1989;9;1;Yes
Coldwell Banker LIFESTYLES - Grantham;11 Forest Road;Grantham;Single Family;0;NH-Sullivan;3;4;3.288;29;$364.000;$375.000;375.000;7.361;0,69;1999;10;2;Yes
Four Seasons Sotheby's Int'l Realty;14 Jericho Road;Grantham;Single Family;0;NH-Sullivan;4;3;2.944;27;$347.000;$359.000;359.000;6.295;1,7;1993;7;2;Yes
C.G. Shepherd Realty, LLC;637 Marmot Lane;Grantham;Condo;1;NH-Sullivan;3;3;1.625;168;$83.000;$100.000;100.000;3.028;0;1983;8;0;Yes
C.G. Shepherd Realty, LLC;4 Robin Lane;Grantham;Single Family;0;NH-Sullivan;3;2;2.386;270;$183.000;$179.000;229.000;5.705;1;1989;7;0;No
LindeMac Real Estate;160 Sugarwood Lane;Grantham;Single Family;0;NH-Sullivan;3;3;2.238;4;$299.000;$299.000;299.000;7.226;5,4;1997;9;2;Yes
Coldwell Banker LIFESTYLES;729 Olde Farms Road;Grantham;Single Family;0;NH-Sullivan;3;4;3.434;65;$540.000;$569.000;569.000;11.649;11,58;1984;10;2;Yes
Coldwell Banker LIFESTYLES - Grantham;60 College Overlook;Grantham;Condo;1;NH-Sullivan;3;3;1.800;172;$120.000;$138.750;174.950;3.162;0;1981;8;0;Yes
Coldwell Banker LIFESTYLES - Grantham;21 Bay Tree Lane;Grantham;Condo;1;NH-Sullivan;3;2;2.880;0;$239.000;$249.000;249.000;2.880;;1981;7;;Yes
Ideal Properties;86 WOODLAND HEIGHTS;Grantham;Single Family;0;NH-Sullivan;3;3;2.352;113;$306.000;$312.000;312.000;6.279;1,25;2005;7;2;Yes
Coldwell Banker LIFESTYLES - Grantham;24 Hummingbird Hill;Grantham;Single Family;0;NH-Sullivan;4;3;2.969;10;$285.050;$309.000;309.000;6.564;0,52;1985;9;2;Yes
C.G. Shepherd Realty, LLC;3 Cherry Lane Lane;Grantham;Single Family;0;NH-Sullivan;2;3;2.890;115;$275.500;$319.999;340.000;7.622;0,8;1981;6;0;Yes
Coldwell Banker LIFESTYLES - Grantham;14 Troon Drive;Grantham;Single Family;0;NH-Sullivan;3;2;1.395;29;$159.000;$169.500;169.500;4.062;0,58;1980;7;2;No
Coldwell Banker LIFESTYLES - Grantham;822 Covered Bridge Lane;Grantham;Condo;1;NH-Sullivan;4;4;2.494;87;$280.000;$299.900;329.000;5.597;0;1987;8;0;Yes
Coldwell Banker LIFESTYLES - Grantham;42 Old Beach Circle Road;Grantham;Condo;1;NH-Sullivan;2;2;1.125;79;$142.500;$159.900;159.900;3.544;0;1981;6;0;No
William Raveis Stowe Realty;12 GREENSWARD DRIVE;Grantham;Single Family;0;NH-Sullivan;3;2;2.430;43;$265.000;$274.900;299.000;6.895;0,61;1999;8;2;Yes
RE/MAX Upper Valley;69 Rawson Ridge;Grantham;Single Family;0;NH-Sullivan;4;3;1.680;29;$285.000;$295.000;299.000;6.840;5,16;2012;7;2;Yes
C.G. Shepherd Realty, LLC;4 Morning Hollow Lane;Grantham;Single Family;0;NH-Sullivan;3;2;1.545;37;$164.500;$168.504;168.504;3.816;0,9;1978;7;0;Yes
Four Seasons Sotheby's Int'l Realty;26 Old Spring Drive;Grantham;Single Family;0;NH-Sullivan;4;4;2.102;42;$234.000;$245.000;245.000;5.302;0,59;1985;8;0;Yes
C.G. Shepherd Realty, LLC;844 Cove Drive;Grantham;Condo;1;NH-Sullivan;3;3;1.854;70;$128.200;$139.000;149.000;3.297;0;1987;9;0;Yes
C.G. Shepherd Realty, LLC;178 New Aldrich Road;Grantham;Single Family;0;NH-Sullivan;3;3;2.324;9;$340.000;$344.178;344.178;7.419;5,09;2003;8;2;Yes
C.G. Shepherd Realty, LLC;21 Island View;Grantham;Condo;1;NH-Sullivan;4;3;2.448;12;$325.000;$349.021;349.021;6.766;0;1982;7;0;Yes
Coldwell Banker LIFESTYLES - Grantham;34 Slalom Drive;Grantham;Single Family;0;NH-Sullivan;3;2;1.202;32;$145.000;$159.000;159.000;3.599;1,34;1985;6;0;Yes
Coldwell Banker LIFESTYLES - Grantham;24 Wildwood Drive;Grantham;Single Family;0;NH-Sullivan;3;4;2.789;124;$310.000;$319.900;329.900;7.336;1,15;2008;9;2;Yes
C.G. Shepherd Realty, LLC;3 Birdie Knob;Grantham;Single Family;0;NH-Sullivan;2;3;2.226;105;$219.000;$225.000;225.000;5.239;0,86;1979;6;2;Yes
C.G. Shepherd Realty, LLC;26 Summit Drive Drive;Grantham;Single Family;0;NH-Sullivan;3;3;1.754;65;$225.000;$229.810;240.810;6.037;1,6;1974;9;2;Yes
C.G. Shepherd Realty, LLC;28 Old Spring Drive;Grantham;Single Family;0;NH-Sullivan;5;4;3.261;177;$237.500;$249.928;274.028;6.254;0,52;1998;8;2;Yes
Coldwell Banker LIFESTYLES;14 Mill Pond Road;Grantham;Single Family;0;NH-Sullivan;3;3;1.288;21;$169.900;$169.900;169.900;4.460;0,79;1989;5;1;Yes
Coldwell Banker LIFESTYLES - Grantham;15 Slalom Drive;Grantham;Single Family;0;NH-Sullivan;4;3;2.216;65;$230.000;$264.900;279.000;5.590;2,32;1985;7;0;No
Four Seasons Sotheby's Int'l Realty;19 Summit Drive;Grantham;Single Family;0;NH-Sullivan;3;3;2.580;56;$275.000;$299.000;299.000;6.987;0,83;1984;8;2;Yes
Four Seasons Sotheby's Int'l Realty;84 Greensward Drive;Grantham;Single Family;0;NH-Sullivan;3;5;4.350;103;$717.750;$765.000;765.000;15.984;1,2;2000;10;2;Yes
Coldwell Banker LIFESTYLES - Grantham;19 Bouldervale Road;Grantham;Single Family;0;NH-Sullivan;3;2;2.037;89;$219.500;$249.000;265.000;7.096;5,22;1976;8;8;Yes
C.G. Shepherd Realty, LLC;819 Covered Bridge Lane;Grantham;Condo;1;NH-Sullivan;4;4;2.448;51;$294.000;$298.000;325.000;4.605;0;1986;9;0;Yes
C.G. Shepherd Realty, LLC;27 Eagle Drive;Grantham;Single Family;0;NH-Sullivan;4;3;2.628;125;$282.500;$294.500;294.500;10.182;1,04;1985;9;2;No
Coldwell Banker LIFESTYLES - Hanover;51 Greensward Dr.;Grantham;Single Family;0;NH-Sullivan;3;3;2.330;111;$307.500;$329.000;329.000;7.717;0,62;1988;6;2;Yes
LindeMac Real Estate;21 Troon Drive;Grantham;Single Family;0;NH-Sullivan;3;2;1.824;18;$210.000;$199.900;199.900;5.466;2,05;1975;8;2;Yes
Coldwell Banker LIFESTYLES - Grantham;4 Butternut Road;Grantham;Single Family;0;NH-Sullivan;4;3;1.928;10;$195.000;$199.900;199.900;4.923;0,62;1989;9;1;Yes
Derek Greene;59 Troon Drive;Grantham;Single Family;0;NH-Sullivan;3;2;3.224;55;$207.737;$209.000;209.000;6.832;0,59;1977;8;1;Yes
Coldwell Banker LIFESTYLES - Grantham;25 Bay Tree Lane;Grantham;Condo;1;NH-Sullivan;3;3;1.742;6;$199.900;$199.900;199.900;4.927;0;1981;8;0;Yes
Coldwell Banker LIFESTYLES - Grantham;58 Draper Mill Road;Grantham;Single Family;0;NH-Sullivan;3;2;1.971;7;$275.000;$249.000;249.000;5.632;0,64;2009;8;;Yes
Coldwell Banker LIFESTYLES - Grantham;1 Mill Pond Lane Lane;Grantham;Single Family;0;NH-Sullivan;3;3;2.405;37;$290.000;$315.000;315.000;6.594;0,59;1998;8;2;Yes
Granite Northland Associates;200 Burpee Hill Road;Grantham;Single Family;0;NH-Sullivan;3;2;2.776;6;$375.000;$385.000;385.000;8.594;5,1;1993;10;4;Yes
Bean Group / Franklin;16 Longwood Drive;Grantham;Single Family;0;NH-Sullivan;3;2;2.448;8;$234.900;$234.900;234.900;7.261;1,88;1994;7;2;Yes
RE/MAX Upper Valley;23 Robin Lane;Grantham;Single Family;0;NH-Sullivan;3;2;2.574;24;$167.000;$174.900;174.900;4.320;0,49;1989;7;;Yes
RE/MAX Upper Valley;1100 Route 120;Plainfield;Single Family;0;NH-Sullivan;4;5;5.620;357;$440.000;$449.000;550.000;12.221;5,7;2006;12;2;Yes
Century 21 Energy Shield Realty/Lebanon;326 Stage Road;Plainfield;Single Family;0;NH-Sullivan;2;2;2.010;232;$200.000;$225.000;250.000;6.413;2,1;1978;6;2;Yes
Four Seasons Sotheby's Int'l Realty;74 Dodge Road;Plainfield;Single Family;0;NH-Sullivan;3;3;3.881;358;$320.000;$353.000;489.000;12.604;5,85;1985;11;2;Yes
Coldwell Banker Redpath and Company;89 Black Hill Rd;Plainfield;Single Family;0;NH-Sullivan;3;2;2.800;195;$385.000;$395.000;459.000;9.938;9,5;1976;12;2;Yes
Coldwell Banker Redpath and Company;553 Old County Rd;Plainfield;Single Family;0;NH-Sullivan;3;3;2.978;300;$365.000;$385.000;385.000;8.140;5,05;1993;9;2;Yes
RE/MAX Upper Valley;41 Hayward Road;Plainfield;Single Family;0;NH-Sullivan;3;1;1.200;231;$174.000;$174.900;199.000;4.708;0,97;1976;6;1;Yes
Martha E. Diebold/Hanover;1230 River Road;Plainfield;Single Family;0;NH-Sullivan;3;4;3.109;350;$449.000;$479.000;599.000;10.121;11,78;2002;8;2;Yes
Ideal Properties;597 Willow Brook Road;Plainfield;Single Family;0;NH-Sullivan;2;1;768;46;$115.000;$125.000;125.000;3.055;0,92;1973;4;1;Yes
Coldwell Banker Redpath and Company;478 OLD COUNTY ROAD;Plainfield;Single Family;0;NH-Sullivan;3;2;2.800;84;$285.000;$299.000;299.000;6.315;10,9;1986;9;2;Yes
RE/MAX Upper Valley;1301 N.H. RTE. 120;Plainfield;Single Family;0;NH-Sullivan;3;2;1.056;146;$143.100;$149.000;164.900;3.595;5;1987;7;2;No
Coldwell Banker Homes Unlimited;130 UNDERHILL ROAD;Plainfield;Single Family;0;NH-Sullivan;3;3;2.746;179;$365.000;$379.900;389.900;9.623;5,01;2006;7;2;Yes
Coldwell Banker Redpath and Company;302 Bean Rd;Plainfield;Single Family;0;NH-Sullivan;3;2;1.800;30;$237.500;$259.900;259.900;4.703;13;1985;7;2;No
Coldwell Banker Redpath and Company;375 Freeman Rd;Plainfield;Single Family;0;NH-Sullivan;3;3;2.432;680;$416.000;$425.000;495.000;10.999;27,72;2000;8;2;Yes
Moseley Associates;464 Freeman Road;Plainfield;Single Family;0;NH-Sullivan;3;3;3.600;51;$310.000;$319.000;319.000;9.390;23,92;2006;9;0;No
RE/MAX Upper Valley;60 Hayward Rd;Plainfield;Single Family;0;NH-Sullivan;3;2;1.500;280;$159.000;$160.000;235.000;6.357;14;1987;8;0;Yes
Coldwell Banker Redpath and Company;150 Columbus Jordan Rd;Plainfield;Single Family;0;NH-Sullivan;3;4;3.010;14;$460.000;$465.000;465.000;10.897;5;1993;8;2;Yes
Four Seasons Sotheby's Int'l Realty;764 Route 12A;Plainfield;Single Family;0;NH-Sullivan;4;4;5.739;611;$486.500;$509.000;599.000;20.353;49;1990;10;9;Yes
Four Seasons Sotheby's Int'l Realty;1271 Route 120;Plainfield;Single Family;0;NH-Sullivan;3;2;1.056;183;$138.000;$147.500;149.900;3.711;5;1987;7;1;No
Coldwell Banker Homes Unlimited;41 DODGE ROAD;Plainfield;Single Family;0;NH-Sullivan;3;2;2.160;149;$174.000;$190.000;219.900;6.102;17,7;1982;5;2;No
Town and Country Realty;64 Bean Road;Plainfield;Single Family;0;NH-Sullivan;3;3;2.635;28;$277.000;$289.500;289.500;6.225;0,58;1975;8;2;Yes
Century 21 Highview Realty;48 Route 120;Plainfield;Single Family;0;NH-Sullivan;3;2;1.980;36;$198.000;$204.000;204.000;6.325;3,1;1988;6;1;Yes
Patrick E. Flanagan Real Estate;141 True Road;Plainfield;Single Family;0;NH-Sullivan;3;2;1.700;9;$319.000;$319.000;319.000;7.642;11,5;1982;8;2;No
Four Seasons Sotheby`s Int`l Realty;99 True Road;Plainfield;Single Family;0;NH-Sullivan;3;4;4.110;105;$1.245.000;$1.295.000;1.295.000;16.908;46;2007;10;2;Yes
Patrick E. Flanagan Real Estate;489 Freeman;Plainfield;Single Family;0;NH-Sullivan;5;3;3.081;8;$279.000;$279.000;279.000;8.220;10,2;1980;8;2;Yes
Martha E. Diebold/Hanover;92 Pierce Road;Plainfield;Single Family;0;NH-Sullivan;3;3;3.400;104;$375.000;$399.000;399.000;10.384;3;1986;9;2;No
Four Seasons Sotheby's Int'l Realty;216 Whitaker Road;Plainfield;Single Family;0;NH-Sullivan;3;3;3.067;20;$425.000;$439.000;439.000;9.547;13,76;1989;10;2;Yes
RE/MAX Group One Realtors;236 Stage Road;Plainfield;Single Family;0;NH-Sullivan;4;2;2.355;2;$284.500;$284.500;284.500;7.466;1,8;1973;7;2;Yes
Keller Williams Realty-Metropolitan;16 Baynes Road;Plainfield;Single Family;0;NH-Sullivan;4;3;3.200;13;$435.000;$446.000;446.000;9.500;0,52;2005;10;2;Yes
RE/MAX Upper Valley;215 Old County Rd;Plainfield;Single Family;0;NH-Sullivan;3;3;2.780;8;$248.900;$250.000;250.000;5.946;5,2;1984;8;2;Yes
Coldwell Banker Homes Unlimited;59 BEAUTY HILL ROAD;Plainfield;Single Family;0;NH-Sullivan;3;2;1.834;33;$246.000;$259.900;259.900;5.217;6,3;1987;5;1;Yes
Coldwell Banker Redpath and Company;59A UNDERHILL ROAD;Plainfield;Single Family;0;NH-Sullivan;4;3;1.840;244;$146.000;$164.500;164.500;5.621;3,5;1976;8;2;No
Coldwell Banker Redpath and Company;1055 Route 12 A Route;Plainfield;Single Family;0;NH-Sullivan;3;3;2.030;115;$260.000;$275.000;275.000;6.287;5,1;1996;8;2;Yes
RE/MAX Upper Valley;7 Underhill Rd;Plainfield;Single Family;0;NH-Sullivan;3;1;1.550;122;$273.000;$289.000;299.000;6.342;5,2;2005;7;6;Yes
Century 21 Shepard & Flint Realty;58 Freeman Road;Plainfield;Single Family;0;NH-Sullivan;6;6;6.882;19;$265.000;$265.000;265.000;16.585;12,01;1979;16;0;No
Martha E. Diebold/Hanover;80 Pierce Road;Plainfield;Single Family;0;NH-Sullivan;4;4;3.622;27;$439.000;$439.000;439.000;10.090;1,8;1972;12;2;Yes
RE/MAX Upper Valley;44 Dodge Rd;Plainfield;Single Family;0;NH-Sullivan;3;1;1.362;76;$325.000;$325.000;340.000;6.229;12;1978;7;2;Yes
Coldwell Banker Redpath and Company;285 Willow Brook Rd;Plainfield;Single Family;0;NH-Sullivan;4;3;3.736;7;$488.000;$499.000;499.000;14.170;12,8;1986;10;4;Yes
Coldwell Banker Redpath and Company;53 Tallow Hill Road;Plainfield;Single Family;0;NH-Sullivan;2;2;1.393;211;$214.000;$219.000;265.000;5.704;5;2006;6;0;Yes
RE/MAX Upper Valley;86 Bonner Rd;Plainfield;Single Family;0;NH-Sullivan;4;2;3.712;17;$165.000;$189.000;189.000;7.098;2,02;1970;6;2;Yes
Moseley Associates;80 Sanborn Rd;Plainfield;Single Family;0;NH-Sullivan;5;5;3.586;321;$450.000;$499.000;688.000;11.542;104;2010;12;0;Yes
RE/MAX Upper Valley;30 Pierce Rd;Plainfield;Single Family;0;NH-Sullivan;3;2;1.428;12;$144.000;$149.000;149.000;3.767;3,52;1999;6;0;No
Coldwell Banker Redpath and Company;15 LADIEU ROAD;Plainfield;Single Family;0;NH-Sullivan;3;2;2.354;45;$375.000;$399.999;399.999;8.325;22,2;1964;10;2;Yes
The Clerkin Agency, P.C.;385 Bean Road;Plainfield;Single Family;0;NH-Sullivan;3;3;3.162;79;$420.000;$425.000;425.000;9.867;4,83;1977;8;0;Yes
RE/MAX Upper Valley;200 Willow Brook Road;Plainfield;Single Family;0;NH-Sullivan;3;2;1.392;150;$205.000;$239.000;249.000;4.993;12;2000;6;0;Yes
Four Seasons Sotheby`s Int`l Realty;268 Porter Road;Plainfield;Single Family;0;NH-Sullivan;3;3;3.527;38;$448.000;$459.000;459.000;9.400;26;1984;9;1;Yes
Big Green Real Estate;848 Willow Brook Rd.;Plainfield;Single Family;0;NH-Sullivan;2;1;1.080;11;$169.000;$169.000;169.000;4.576;2,8;1975;7;2;No
Coldwell Banker Redpath and Company;585 Route 12A;Plainfield;Single Family;0;NH-Sullivan;2;2;1.564;118;$249.000;$259.900;274.900;6.586;28,5;1998;6;2;Yes
Four Seasons Sotheby`s Int`l Realty;111 Dodge Road;Plainfield;Single Family;0;NH-Sullivan;3;3;3.161;57;$414.900;$414.900;429.000;11.240;12,5;1995;9;2;Yes
Martha E. Diebold/Hanover;88 Ledge Rd;Plainfield;Single Family;0;NH-Sullivan;3;2;1.838;17;$299.000;$299.000;299.000;6.014;18;2002;6;2;Yes
RE/MAX Upper Valley;25 Baynes Road;Plainfield;Single Family;0;NH-Sullivan;4;3;3.348;147;$400.000;$419.000;459.000;11.879;2,61;2013;9;2;Yes
RE/MAX Upper Valley;33 Hayward Road;Plainfield;Single Family;0;NH-Sullivan;3;1;1.578;21;$216.500;$224.900;224.900;5.297;0,75;1980;8;2;Yes
Four Seasons Sotheby's Int'l Realty;1059 Rte 120;Plainfield;Single Family;0;NH-Sullivan;2;2;1.515;28;$200.000;$210.000;210.000;5.559;0,54;1960;5;2;No
Four Seasons Sotheby's Int'l Realty;200 Main Street;Plainfield;Single Family;0;NH-Sullivan;3;2;1.875;5;$285.000;$285.000;285.000;6.635;1,1;1977;7;1;Yes
Coldwell Banker Homes Unlimited;432 Stage Road;Plainfield;Single Family;0;NH-Sullivan;3;2;1.384;99;$71.000;$79.500;85.000;2.500;2,7;1972;5;0;No
Coldwell Banker Redpath and Company;1120 Rte 12A;Plainfield;Single Family;0;NH-Sullivan;3;2;1.656;14;$220.000;$229.000;229.000;4.706;0,8;1973;8;2;Yes
Four Seasons Sotheby's Int'l Realty;79 True Road;Plainfield;Single Family;0;NH-Sullivan;4;4;3.668;133;$435.000;$495.000;525.000;11.470;5,57;1984;10;3;Yes
Four Seasons Sotheby's Int'l Realty;130 Willow Brook Road;Plainfield;Single Family;0;NH-Sullivan;4;3;2.500;59;$379.000;$399.000;399.000;8.480;28,4;1989;11;2;Yes
Four Seasons Sotheby's Int'l Realty;343 Freeman Hill Road;Plainfield;Single Family;0;NH-Sullivan;2;3;2.856;51;$265.000;$274.000;274.000;7.667;18,64;1993;8;2;No
Four Seasons Sotheby's Int'l Realty;943 Stage Road;Plainfield;Single Family;0;NH-Sullivan;2;1;884;64;$168.000;$179.000;185.000;4.011;1,8;1975;4;0;Yes
Comp Agent;258 Ladieu;Plainfield;Single Family;0;NH-Sullivan;3;3;1.772;0;$335.000;$335.000;335.000;;7,3;1981;7;2;
Coldwell Banker LIFESTYLES - Hanover;66 Carvel Lane;Plainfield;Single Family;0;NH-Sullivan;3;2;2.136;121;$277.000;$285.000;315.000;6.218;7;1980;9;1;Yes
Coldwell Banker LIFESTYLES - Hanover;15 Ladieu Road;Plainfield;Single Family;0;NH-Sullivan;3;2;2.354;81;$375.000;$407.000;425.000;;12;1964;9;2;Yes
Century 21 Shepard & Flint Realty;147 Dodge Road;Plainfield;Single Family;0;NH-Sullivan;3;1;1.148;9;$139.900;$149.000;149.000;4.505;5,1;1972;5;2;Yes
Coldwell Banker LIFESTYLES;24 Woodland Road;Sunapee;Single Family;0;NH-Sullivan;3;2;1.309;961;$545.000;$595.000;749.000;9.618;0,68;1972;7;2;Yes
Ted Wayland Real Estate;8 Gardiner Bay Rd;Sunapee;Condo;1;NH-Sullivan;4;2;1.700;1116;$255.000;$285.000;324.900;4.103;0,03;1969;7;0;Yes
